list_id,player_id,faction_id,leader,list,cccode
6059,3029,2,"Harbinger 1","Protectorate Army - 75 / 75 points\n[Theme] The Faithful Masses\n\n!!! Your army contains a pre-release entry.\n\n(Harbinger 1) The Harbinger of Menoth [+24]\n - Crusader [10]\n - Devout [9]\n - Guardian [15]\n - Hierophant [3]\nAllegiant of the Order of the Fist [3]\nAllegiant of the Order of the Fist [3]\nChampion of the Order of the Wall [8]\nHigh Paladin Dartan Vilmon [0(6)]\nRhupert Carvolo, Piper of Ord [4]\nThe Covenant of Menoth [4]\nVassal Mechanik [1]\nWrack [1]\nChoir of Menoth (min) [4]\nHorgenhold Forge Guard (max) [16]\n - Attendant Priest [3]\nIdrian Skirmishers (max) [15]\n - Idrian Skirmisher Chieftain & Guide [0(5)]\n","c2101b_-0E0Q1r1H1Hk93t3B2_2mbQ2mbQ2jfV2jfV2j___-0O151U1r1X3q3k3kjC3E7z3C3t3B2_iq3O3G3H"
6064,3032,5,"Vyros 2","Retribution Army - 75 / 75 points\n[Theme] Forges of War\n\n(Vyros 2) Vyros, Incissar of the Dawnguard [+27]\n - Aspis [6]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Helios [34]\n - Imperatus [22]\n - Sylys Wyshnalyrr, The Seeker [0(4)]\nArcanist Mechanik [0(2)]\nHouse Shyeel Artificer [0(5)]\nHouse Shyeel Arcanists [7]\n - Soulless Escort (1) [1]\n","c5101b_-0hb-4G2w2w2w2wgjd_9v3y4LhM3u___-0zgx4E1gjt3y3WdP7535363u3536hT"
6065,3032,5,"Elara 2","Retribution Army - 75 / 75 points\n[Theme] Defenders of Ios\n\n!!! Your army contains a pre-release entry.\n\n(Elara 2) Elara, Death's Shadow [+28]\n - Banshee [18]\n - Chimera [8]\n - Siren [8]\nArcanist Mechanik [2]\nEiryss, Mage Hunter of Ios [0(7)]\nHouseguard Thane [0(4)]\nCylena Raefyll & Nyss Hunters (max) [19]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [0(4)]\n - Soulless Escort (1) [1]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\nArcantrik Force Generator [17]\n","c5101b_-0hb-4G2w2w2w2wgjd_9v3y4LhM3u___-0zgx4E1gjt3y3WdP7535363u3536hT"
6060,3030,5,"Vyros 1","Retribution Army - 75 / 75 points\n[Theme] Shadows of the Retribution\n\n!!! Your army contains pre-release entries.\n\n(Vyros 1) Dawnlord Vyros [+28]\n - Chimera [8]\n - Griffon [8]\n - Griffon [8]\n - Harpy [9]\n - Imperatus [22]\n - Siren [8]\n - Sylys Wyshnalyrr, The Seeker [4]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nNarn, Mage Hunter of Ios [0(6)]\nSoulless Voidtracer [2]\nSoulless Voidtracer [2]\nMage Hunter Infiltrators (min) [8]\nMage Hunter Infiltrators (min) [8]\nSpears of Scyrah [9]\n - Soulless Escort (1) [1]\n","c5101b_-0A0D1g2w2wjsd_jt9v3y3y3y3-f3f3c-c-hP3u___-0z18c49v3y3y41dPdP4J4J35363u35363uhT"
6061,3030,5,"Garryth 1","Retribution Army - 75 / 75 points\n[Theme] Defenders of Ios\n\n(Garryth 1) Garryth, the Blade of Retribution [+29]\n - Hyperion [36]\n - Sylys Wyshnalyrr, The Seeker [0(4)]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nGhost Sniper [3]\nHouseguard Thane [0(4)]\nHouseguard Thane [0(4)]\nHeavy Rifle Team [4]\nHeavy Rifle Team [4]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\n - Soulless Escort (1) [1]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\n - Soulless Escort (1) [1]\nArcantrik Force Generator [17]\n","c5101b_-0A0D1g2w2wjsd_jt9v3y3y3y3-f3f3c-c-hP3u___-0z18c49v3y3y41dPdP4J4J35363u35363uhT"
6062,3031,9,"Zaadesh 2","Skorne Army - 75 / 75 points\n[Theme] Imperial Warhost\n\n(Zaadesh 2) Lord Tyrant Zaadesh [+28]\n - Agonizer [0(6)]\n - Agonizer [0(6)]\n - Archidon [10]\n - Basilisk Krea [0(7)]\n - Bronzeback Titan [18]\n - Titan Gladiator [15]\n - Titan Sentry [15]\nSwamp Gobber Chef [1]\nPaingiver Beast Handlers (min) [5]\nPaingiver Beast Handlers (min) [5]\nSiege Animantarax [17]\nSiege Animantarax [17]\n","c9101b_-0LgO6r6r6U4x4D5G6AfF5U5UhVhV__4t4xcQ5G6y6x6x5U67eI6h"
6063,3031,9,"Mordikaar 1","Skorne Army - 75 / 75 points\n\n(Mordikaar 1) Void Seer Mordikaar [+29]\n - Basilisk Krea [7]\n - Despoiler [19]\n - Titan Gladiator [15]\nTyrant Rhadeim [9]\nVoid Spirit [4]\nVoid Spirit [4]\nPaingiver Beast Handlers (min) [5]\nPraetorian Ferox (max) [20]\nPraetorian Keltarii (max) [15]\nTyrant Commander & Standard Bearer [6]\n","c9101b_-0LgO6r6r6U4x4D5G6AfF5U5UhVhV__4t4xcQ5G6y6x6x5U67eI6h"
6070,3035,7,"Grim 2","Trollbloods Army - 75 / 75 points\n[Theme] Kriel Company\n\n(Grim 2) Hunters Grim [+25]\n - Dire Troll Bomber [19]\n - Dire Troll Bomber [19]\n - Trollkin Runebearer [0(5)]\nBraylen Wanderheart, Trollkin Outlaw [0(5)]\nKrielstone Bearer & Stone Scribes (max) [9]\n - Stone Scribe Elder [0(3)]\nSons of Bragg [11]\nTrollkin Sluggers (max) [10]\nTrollkin War Wagon [16]\nTrollkin War Wagon [16]\n","c7101b_-0Dcx0r0rjqeC0l0mc809hUhU___-0a4N0r0jjqj66G6G0l0miTbKiT0b0c"
6071,3035,7,"Madrak 1","Trollbloods Army - 74 / 75 points\n[Theme] Band of Heroes\n\n(Madrak 1) Madrak Ironhide, Thornwood Chieftain [+29]\n - Dire Troll Bomber [19]\n - Troll Bouncer [9]\n - Trollkin Runebearer [0(5)]\nEilish Garrity, the Occultist [5]\nFell Caller Hero [0(5)]\nFell Caller Hero [0(5)]\nKrielstone Bearer & Stone Scribes (max) [9]\n - Stone Scribe Elder [3]\nTrollkin Champions (max) [16]\n - Skaldi Bonehammer [5]\nTrollkin Champions (max) [16]\nTrollkin Fennblades (max) [15]\n - Fennblade Officer and Drummer [5]\n","c7101b_-0Dcx0r0rjqeC0l0mc809hUhU___-0a4N0r0jjqj66G6G0l0miTbKiT0b0c"
6066,3033,1,"Stryker 1","Cygnar Army - 75 / 75 points\n[Theme] Storm Division\n\n(Stryker 1) Commander Coleman Stryker [+30]\n - Firefly [8]\n - Ironclad [12]\n - Lancer [10]\n - Squire [0(5)]\nMajor Katherine Laddermore [8]\nRhupert Carvolo, Piper of Ord [4]\nSavio Montero Acosta [0(6)]\nStormblade Captain [0(5)]\nStormblade Captain [5]\nStorm Lances (max) [20]\nStormblade Infantry [10]\n - Stormblade Infantry Officer & Standard [5]\n - Stormblade Infantry Storm Gunner (2) [4]\nStormblade Infantry [10]\n - Stormblade Infantry Officer & Standard [5]\n - Stormblade Infantry Storm Gunner (2) [4]\n","c1101b_-0e7C9c9G9yakao7zfjdhdhada5a6a8a5a6a8___-0o7Ec0ak7jfMfManagagjz9K9L9McX"
6067,3033,1,"Haley 1","Cygnar Army - 75 / 75 points\n[Theme] Sons of the Tempest\n\n!!! Your army contains a pre-release entry.\n\n(Haley 1) Captain Victoria Haley [+27]\n - Stormwall [39]\n - Squire [0(5)]\nAnastasia di Bray [3]\nArcane Tempest Rifleman [4]\nArcane Tempest Rifleman [4]\nCaptain Arlan Strangewayes [4]\nGun Mage Captain Adept [0(5)]\nGun Mage Captain Adept [0(5)]\nLieutenant Bastian Falk [5]\nArcane Tempest Gun Mages [11]\n - Arcane Tempest Gun Mage Officer [4]\nBlack 13th Strike Force [10]\nTempest Blazers (max) [18]\n","c1101b_-0e7C9c9G9yakao7zfjdhdhada5a6a8a5a6a8___-0o7Ec0ak7jfMfManagagjz9K9L9McX"
6068,3034,6,"Crosse 2","Mercenary Army - 75 / 75 points\n[Theme] Llaelese Resistance\n\n!!! Your army contains a pre-release entry.\n\n(Crosse 2) Lieutenant Crosse, Resistance Fighter [+29]\n - Vanguard [10]\n - Vanguard [10]\n - Vanguard [10]\n - Vanguard [10]\n - Reinholdt, Gobber Speculator [4]\nAnastasia di Bray [3]\nEilish Garrity, the Occultist [0(5)]\nGobber Tinker [2]\nGorman di Wulfe, Rogue Alchemist [4]\nMajor Harrison Gibbs [0(4)]\nRagman [4]\nRhupert Carvolo, Piper of Ord [4]\nRutger Shaw, Professional Adventurer [4]\nTaryn di la Rovissi, Llaelese Gun Mage [0(5)]\nChoir of Menoth (max) [6]\nHoly Zealots (max) [12]\n - Monolith Bearer [3]\nThorn Gun Mages [9]\nThorn Gun Mages [9]\n","c6101b_-0Rjv5W5W5W5W7i7jj6dH7kg89u7z7B7_30jI2iiFiF___-0R5r5W5W5W9v7je05W7kg89u7z7_302mbQiFiF"
6069,3034,6,"Ashlynn 1","Mercenary Army - 74 / 75 points\n[Theme] Llaelese Resistance\n\n(Ashlynn 1) Ashlynn D'Elyse [+29]\n - Vanguard [10]\n - Vanguard [10]\n - Vanguard [10]\n - Sylys Wyshnalyrr, The Seeker [0(4)]\nAnastasia di Bray [3]\nGastone Crosse [0(4)]\n - Vanguard [10]\nGorman di Wulfe, Rogue Alchemist [4]\nMajor Harrison Gibbs [4]\nRagman [4]\nRhupert Carvolo, Piper of Ord [4]\nTaryn di la Rovissi, Llaelese Gun Mage [0(5)]\nChoir of Menoth (max) [6]\nExemplar Errants (max) [16]\n - Exemplar Errant Officer & Standard [4]\nThorn Gun Mages [9]\nThorn Gun Mages [9]\n","c6101b_-0Rjv5W5W5W5W7i7jj6dH7kg89u7z7B7_30jI2iiFiF___-0R5r5W5W5W9v7je05W7kg89u7z7_302mbQiFiF"
6074,3037,7,"Kolgrima 1","Trollbloods Army - 75 / 75 points\n[Theme] The Power of Dhunia\n\n(Kolgrima 1) Kolgrima Stonetruth, Winter Witch [+28]\n - Dire Troll Mauler [15]\n - Dire Troll Mauler [15]\n - Earthborn Dire Troll [14]\n - Mulg the Ancient [22]\n - Troll Axer [10]\n - Troll Bouncer [9]\n - Trollkin Runebearer [0(5)]\nNorthkin Shaman [0(4)]\nTroll Whelps [0(4)]\nDhunian Knot [6]\nKrielstone Bearer & Stone Scribes (max) [9]\n - Stone Scribe Elder [3]\n","c7101b_-0bj19D9DiRjp0h0jjqfJ6Rfp0l0m___-0G4NiU0ijqj66Gj20li-iZiZj5iTbK"
6075,3037,7,"Madrak 1","Trollbloods Army - 74 / 75 points\n[Theme] Storm of the North\n\n(Madrak 1) Madrak Ironhide, Thornwood Chieftain [+29]\n - Rok [19]\n - Troll Impaler [11]\n - Trollkin Runebearer [0(5)]\nEilish Garrity, the Occultist [5]\nFell Caller Hero [0(5)]\nValka Curseborn, Chieftain of the North [0(6)]\nKrielstone Bearer & Stone Scribes (max) [9]\n - Northkin Elder [3]\nNorthkin Bear Handle & Battle Bears [10]\nNorthkin Bear Handle & Battle Bears [10]\nNorthkin Raiders (max) [15]\nTrollkin Champions (max) [16]\n - Skaldi Bonehammer [5]\n","c7101b_-0bj19D9DiRjp0h0jjqfJ6Rfp0l0m___-0G4NiU0ijqj66Gj20li-iZiZj5iTbK"
6076,3038,5,"Kaelyssa 1","Retribution Army - 75 / 75 points\n[Theme] Legions of Dawn\n\n(Kaelyssa 1) Kaelyssa, the Night's Whisper [+29]\n - Banshee [18]\n - Hydra [15]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nDawnguard Destor Thane [7]\nDawnguard Sentinel Scyir [0(4)]\n - Hydra [15]\nEiryss, Mage Hunter of Ios [0(7)]\nDawnguard Sentinels (max) [18]\n - Dawnguard Sentinel Officer & Standard [4]\n - Soulless Escort (1) [1]\nDawnguard Sentinels (max) [18]\n - Dawnguard Sentinel Officer & Standard [4]\n","c5101b_-0X0G4E0w3y3y3A3J0w3W2V313u2V31___-0zgx1gjtjtjt3y3y3y3WdP35363u35363536hT"
6077,3038,5,"Elara 2","Retribution Army - 75 / 75 points\n[Theme] Defenders of Ios\n\n!!! Your army contains pre-release entries.\n\n(Elara 2) Elara, Death's Shadow [+28]\n - Chimera [8]\n - Siren [8]\n - Siren [8]\n - Siren [8]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nEiryss, Mage Hunter of Ios [0(7)]\nHouseguard Thane [0(4)]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [0(4)]\n - Soulless Escort (1) [1]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\nArcantrik Force Generator [17]\n","c5101b_-0X0G4E0w3y3y3A3J0w3W2V313u2V31___-0zgx1gjtjtjt3y3y3y3WdP35363u35363536hT"
6072,3036,1,"Haley 2","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Haley 2) Major Victoria Haley [+25]\n - Centurion [17]\n - Firefly [8]\n - Stormclad [18]\n - Thorn [13]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Firefly [8]\nStorm Strider [18]\nStorm Strider [18]\n","c1101b_-0n8U9B9c9H9Aakanaj9cbzbz___-0FeS9g9g9gaminif9uieie8Mayigig9T9V9Xikil"
6073,3036,1,"Haley 3","Cygnar Army - 75 / 75 points\n[Theme] Gravediggers\n\n(Haley 3) Major Prime Victoria Haley [+25]\n - Grenadier [9]\n - Grenadier [9]\n - Grenadier [9]\nCaptain Maxwell Finn [0(6)]\nCommander Anson Hitch [4]\nPatrol Dog [2]\nRagman [4]\nTrench Buster [0(5)]\nTrench Buster [0(5)]\nLady Aiyana & Master Holt [8]\n - Captain Jonas Murdoch [4]\nTrencher Express Team [5]\nTrencher Express Team [5]\nTrencher Infantry (min) [10]\n - Trencher Infantry Officer & Sniper [5]\n - Trencher Infantry Rifle Grenadier (2) [4]\nTrencher Long Gunners (max) [18]\n - Trencher Long Gunner Officer [4]\n","c1101b_-0n8U9B9c9H9Aakanaj9cbzbz___-0FeS9g9g9gaminif9uieie8Mayigig9T9V9Xikil"
6088,3044,9,"Morghoul 2","Skorne Army - 75 / 75 points\n[Theme] Winds of Death\n\n(Morghoul 2) Lord Assassin Morghoul [+29]\n - Cyclops Raider [9]\n - Cyclops Shaman [8]\n - Cyclops Shaman [8]\n - Cyclops Shaman [8]\n - Aptimus Marketh [0(5)]\nExtoller Soulward [3]\nMortitheurge Willbreaker [0(4)]\nVenator Dakar [0(4)]\nPaingiver Beast Handlers (max) [7]\nVenator Reivers (max) [15]\n - Venator Reiver Officer & Standard [4]\nVenator Slingers (min) [8]\nSiege Animantarax [17]\nSiege Animantarax [17]\n","c9101b_-0k3Z6S4C4C4C6N6vcvgg5V6p6F6WhVhV___-0LcM6U6U4x4x4y5J5G5Gcvcv7y5V2N"
6089,3044,9,"Makeda 3","Skorne Army - 75 / 75 points\n[Theme] Imperial Warhost\n\n(Makeda 3) Makeda & the Exalted Court [+24]\n - Archidon [10]\n - Archidon [10]\n - Basilisk Krea [0(7)]\n - Basilisk Krea [0(7)]\n - Cyclops Brute [8]\n - Molik Karn [19]\n - Titan Gladiator [15]\n - Titan Gladiator [15]\nMortitheurge Willbreaker [4]\nMortitheurge Willbreaker [4]\nOrin Midwinter, Rogue Inquisitor [5]\nPaingiver Beast Handlers (max) [7]\nSwamp Gobbers Bellows Crew [2]\n","c9101b_-0k3Z6S4C4C4C6N6vcvgg5V6p6F6WhVhV___-0LcM6U6U4x4x4y5J5G5Gcvcv7y5V2N"
6092,3046,9,"Xerxis 1","Skorne Army - 75 / 75 points\n[Theme] Masters of War\n\n(Xerxis 1) Tyrant Xerxis [+28]\n - Agonizer [6]\n - Tiberion [22]\nMortitheurge Willbreaker [4]\nTyrant Rhadeim [9]\nCataphract Cetrati (max) [18]\n - Tyrant Vorkesh [0(6)]\nCataphract Incindiarii (min) [11]\nPraetorian Ferox (max) [20]\nPraetorian Swordsmen (max) [13]\n - Praetorian Swordsman Officer & Standard [0(4)]\nTyrant Commander & Standard Bearer [0(6)]\n","c9101b_-0Z4b6r6Vcv6y5P6KcS676c6d6h___-0Z446r4x4A4Acv6y5P6KcS676c6d6h"
6093,3046,9,"Makeda 2","Skorne Army - 75 / 75 points\n[Theme] Masters of War\n\n(Makeda 2) Supreme Archdomina Makeda [+27]\n - Agonizer [6]\n - Basilisk Krea [7]\n - Cyclops Savage [7]\n - Cyclops Savage [7]\nMortitheurge Willbreaker [4]\nTyrant Rhadeim [9]\nCataphract Cetrati (max) [18]\n - Tyrant Vorkesh [0(6)]\nCataphract Incindiarii (min) [11]\nPraetorian Ferox (max) [20]\nPraetorian Swordsmen (max) [13]\n - Praetorian Swordsman Officer & Standard [0(4)]\nTyrant Commander & Standard Bearer [0(6)]\n","c9101b_-0Z4b6r6Vcv6y5P6KcS676c6d6h___-0Z446r4x4A4Acv6y5P6KcS676c6d6h"
6090,3045,6,"Crosse 2","Mercenary Army - 75 / 75 points\n[Theme] The Irregulars\n\n!!! Your army contains a pre-release entry.\n\n(Crosse 2) Lieutenant Crosse, Resistance Fighter [+29]\n - Nomad [11]\n - Nomad [11]\n - Vanguard [10]\n - Reinholdt, Gobber Speculator [0(4)]\nAnastasia di Bray [3]\nEilish Garrity, the Occultist [0(5)]\nEiryss, Mage Hunter of Ios [0(7)]\nMajor Harrison Gibbs [0(4)]\nAlexia Ciannor & the Risen [10]\nCylena Raefyll & Nyss Hunters (max) [19]\nIdrian Skirmishers (max) [15]\n - Idrian Skirmisher Chieftain & Guide [5]\nLady Aiyana & Master Holt [8]\nPress Gangers (max) [12]\n","c6101b_-0Jjv5Z5Z5W7i7jj63Wg86i753G3H8Mix___-0R5r5Z5Z5Z5I9vj67kg89u7B7_702_dSiF"
6091,3045,6,"Ashlynn 1","Mercenary Army - 75 / 75 points\n[Theme] Llaelese Resistance\n\n(Ashlynn 1) Ashlynn D'Elyse [+29]\n - Nomad [11]\n - Nomad [11]\n - Nomad [11]\n - Talon [7]\n - Sylys Wyshnalyrr, The Seeker [0(4)]\nEilish Garrity, the Occultist [0(5)]\nGorman di Wulfe, Rogue Alchemist [4]\nMajor Harrison Gibbs [4]\nRagman [4]\nRutger Shaw, Professional Adventurer [4]\nTaryn di la Rovissi, Llaelese Gun Mage [0(5)]\nCaptain Sam MacHorne & the Devil Dogs (max) [18]\nChoir of Menoth (min) [4]\nFlame Bringers (max) [17]\nThorn Gun Mages [9]\n","c6101b_-0Jjv5Z5Z5W7i7jj63Wg86i753G3H8Mix___-0R5r5Z5Z5Z5I9vj67kg89u7B7_702_dSiF"
6098,3049,14,"Heretic 1","Grymkin Army - 75 / 75 points\n[Theme] Dark Menagerie\n\n(Heretic 1) The Heretic [+28]\n - Cage Rager [14]\n - Cage Rager [14]\n - Crabbit [0(n/a)]\n - Crabbit [0(n/a)]\n - Crabbits (2) [7]\n - Frightmare [9]\n - Rattler [8]\n - Rattler [8]\n - Skin & Moans [15]\n - Skin & Moans [15]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nDeath Knell [13]\n","ce101b_-0rhuh2h2hyhyh4h5h7h7h3h3hmhmhmhmhr___-0rhth2hyhyh5h7h3h3h3hmhmhmhmhnh8hr"
6099,3049,14,"Dreamer 1","Grymkin Army - 75 / 75 points\n[Theme] Dark Menagerie\n\n(Dreamer 1) The Dreamer [+28]\n - Cage Rager [14]\n - Crabbit [0(n/a)]\n - Crabbit [0(n/a)]\n - Frightmare [9]\n - Rattler [8]\n - Skin & Moans [15]\n - Skin & Moans [15]\n - Skin & Moans [15]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [3]\nLady Karianna Rose [4]\nDread Rots (min) [7]\nDeath Knell [13]\n","ce101b_-0rhuh2h2hyhyh4h5h7h7h3h3hmhmhmhmhr___-0rhth2hyhyh5h7h3h3h3hmhmhmhmhnh8hr"
6094,3047,12,"Directrix 1","Convergence Army - 75 / 75 points\n[Theme] Destruction Initiative\n\n(Directrix 1) Iron Mother Directrix [+27]\n - Assimilator [16]\n - Assimilator [16]\n - Assimilator [16]\n - Corollary [6]\n - Diffuser [6]\nAttunement Servitors [0(4)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nOptifex Directive [4]\nTransfinite Emergence Projector [19]\nTransfinite Emergence Projector [19]\n","cc101b_-0idkdmdmdmdBd4dedfdfdfdzdFdF___-0Sd8dndndndBd4dEdEdEdEdcdqdqdzdu"
6095,3047,12,"Axis 1","Convergence Army - 75 / 75 points\n[Theme] Clockwork Legions\n\n(Axis 1) Axis, the Harmonic Enforcer [+30]\n - Conservator [12]\n - Conservator [12]\n - Conservator [12]\n - Corollary [6]\n - Diffuser [6]\nEnigma Foundry [0(4)]\nEnigma Foundry [0(4)]\nEnigma Foundry [4]\nEnigma Foundry [4]\nClockwork Angels [5]\nObstructors (max) [11]\nObstructors (max) [11]\nOptifex Directive [4]\nReciprocators (max) [18]\n","cc101b_-0idkdmdmdmdBd4dedfdfdfdzdFdF___-0Sd8dndndndBd4dEdEdEdEdcdqdqdzdu"
6096,3048,8,"Krueger 2","Circle Army - 75 / 75 points\n[Theme] The Bones of Orboros\n\n(Krueger 2) Krueger the Stormlord [+27]\n - Megalith [20]\n - Woldwarden [14]\n - Woldwrath [37]\n - Woldwyrd [9]\n - Woldwyrd [9]\nBlackclad Stoneshaper [0(3)]\nBlackclad Wayfarer [0(4)]\nBlackclad Wayfarer [0(4)]\nEilish Garrity, the Occultist [5]\nGallows Grove [2]\nShifting Stones [3]\nShifting Stones [3]\n","c8101b_-0p4a4QjFcn4H4Hg45g5gj6c95f5f___-0pex4QjGjwjwjwjFjFjFg4g45g5g5f5f"
6097,3048,8,"Thorle 1","Circle Army - 75 / 75 points\n[Theme] The Bones of Orboros\n\n!!! Your army contains pre-release entries.\n\n(Thorle 1) Bradigus Thorle the Runecarver [+27]\n - Megalith [20]\n - Wold Guardian [16]\n - Wold Wight [5]\n - Wold Wight [5]\n - Wold Wight [5]\n - Woldwarden [14]\n - Woldwarden [14]\n - Woldwarden [14]\nBlackclad Stoneshaper [0(3)]\nBlackclad Stoneshaper [3]\nBlackclad Wayfarer [0(4)]\nBlackclad Wayfarer [0(4)]\nShifting Stones [3]\nShifting Stones [3]\n","c8101b_-0p4a4QjFcn4H4Hg45g5gj6c95f5f___-0pex4QjGjwjwjwjFjFjFg4g45g5g5f5f"
